lat	lon	alt
37.422890030000005	-122.24556278	119.872283936
37.422890030000005	-122.24547846	119.391242981
37.422890030000005	-122.24539414	118.731246948
37.422890030000005	-122.24530982	118.091247559
37.422890030000005	-122.2452255	117.539772034
37.422890030000005	-122.24514118	117.199775696
37.422890030000005	-122.24505686	116.699775696
37.422890030000005	-122.24497254	116.174697876
37.422890030000005	-122.24488822	115.894699097
37.422890030000005	-122.2448039	115.934700012
37.42296196	-122.24640598	117.073806763
37.42296196	-122.24632166	118.213806152
37.42296196	-122.24623734	119.571983337
37.42296196	-122.24615302	120.651985168
37.42296196	-122.2460687	121.171981812
37.42296196	-122.24598438	121.621322632
37.42296196	-122.24590006	121.801322937
37.42296196	-122.24581574	121.781318665
37.42296196	-122.24573142	121.601287842
37.42296196	-122.2456471	120.841293335
37.42296196	-122.24556278	120.16129303
37.42296196	-122.24547846	119.637786865
37.42296196	-122.24539414	118.917785645
37.42296196	-122.24530982	118.257781982
37.42296196	-122.2452255	117.674057007
37.42296196	-122.24514118	117.314056396
37.42296196	-122.24505686	116.794052124
37.42296196	-122.24497254	116.294311523
37.42296196	-122.24488822	116.094314575
37.42296196	-122.2448039	116.094314575
